"Session ID","Date","Day","Start time (EDT)","End time (EDT)","Timezone","Duration (minutes)","Track","Room","Session title","Session type","Attendance format","Full description","Short summary","Description status","Speakers (name; role; company)","Speaker LinkedIn profiles","Speaker biographies","Participants named in title","Notes","Source URL","Scraped at (UTC)"
"439530","2026-09-30","Wednesday","12:15","13:30","EDT (UTC-04:00); America/New_York","75","GTM","Exhibitor Hall & Main Stage","Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439530?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"441624","2026-09-30","Wednesday","12:20","12:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session:  How to build an AI GTM brain & turn it into an always-on pipeline engine","Expo","IN_PERSON","Every GTM team wants an internal AI brain, but most haven't yet built one that generates meaningful pipeline. Christian and Trinity share step-by-step how to build one—including the mistakes to watch out for. More importantly, they'll cover how to turn that brain into campaigns anyone on the revenue team can run to generate more pipeline than manual efforts ever could.

You'll leave with the exact how-to, framework, and playbooks to start implementing the next day.","","Full description published","Trinity Nguyen; Chief Marketing Officer; UserGems
Christian Kletzl; CEO & Co-founder; UserGems","Trinity Nguyen: http://linkedin.com/in/trinitynguyen
Christian Kletzl: https://linkedin.com/in/christiankletzl","Trinity Nguyen: Trinity Nguyen is the CMO at UserGems — an AI command center for outbound and ABM, the brain behind your go-to-market. She helps revenue teams adopt AI in ways that hold up under real conditions: quality data, sound judgment, and frameworks built for practitioners, not slideware. Trinity is known for cutting through AI hype to focus on what actually drives results, thinking in systems, and translating complex GTM problems into clear, usable playbooks.

Christian Kletzl: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441624?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441625","2026-09-30","Wednesday","12:40","12:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: How to turn real-time G2 buyer signals into revenue","Expo","IN_PERSON","Most go-to-market teams don’t have a data problem. They have an orchestration problem. The signals that reveal which buyers are in-market, what competitors are researching, what they care about, and where revenue opportunities are emerging already exist, but too often they’re fragmented across systems or surface too late to change the outcome. In this session, learn how G2 turns real-time buyer behavior and verified customer insights into an AI-native operating system that helps teams prioritize the right accounts, personalize engagement, and act while intent is high. You’ll see how predictive signals and agentic workflows can replace generic outreach and lagging indicators with timely, context-rich action across marketing and sales. Walk away with a practical blueprint for moving from simply collecting buyer signals to operationalizing them in ways that accelerate pipeline and drive revenue.","","Full description published","Matt Ryan; VP, Global Solutions & Customer Success; G2","Matt Ryan: https://linkedin.com/in/matthewwryan","Matt Ryan: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441625?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441626","2026-09-30","Wednesday","13:00","13:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: The AI Sales Org of 2026","Expo","IN_PERSON","","What should AI vs. humans own in your GTM org?","Short summary only","Jaspar Carmichael-Jack; Founder & CEO; Artisan","Jaspar Carmichael-Jack: https://linkedin.com/in/jaspar-carmichael-jack","Jaspar Carmichael-Jack: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441626?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439516","2026-09-30","Wednesday","13:30","14:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","Winning the Answer: How to be found in the age of AI","Regular Session","IN_PERSON","G2’s latest research finds that 82% of buyers have sourced software recommendations from AI chatbots, giving the brands that show up in those answers a powerful advantage. But being found is only the beginning: as AI accelerates discovery, buyers are spending more time evaluating vendors — looking for trusted evidence from customers and third parties to validate what AI tells them.

In this session, G2 President of GTM Eric Gilpin will explore what this shift means for marketing and sales leaders — from building visibility in AI-generated answers to establishing the trusted proof that buyers and AI rely on during evaluation. Attendees will leave with a clearer understanding of how to align marketing, customer proof, and sales around a new GTM imperative: win the answer, earn a place on the shortlist, and give buyers the confidence to choose you.","","Full description published","Eric Gilpin; President; G2","Eric Gilpin: https://linkedin.com/in/ericgilpin","Eric Gilpin: Eric Gilpin is President of GTM at G2, the world’s largest and most trusted software marketplace. In this role, he leads G2’s unified GTM organization, aligning global marketing, sales, customer success, partnerships, enablement, and revenue operations under a single strategy. Eric joined G2 in September 2023 as CRO, bringing more than 20 years of experience scaling marketplace and technology businesses. Prior to G2, he was CRO and Enterprise GM at Upwork, where he oversaw a global team of 400+ and helped guide the company through its successful IPO in 2018 (NASDAQ: UPWK), scaling the business to more than $600 million in annual revenue while serving roughly half of the Fortune 500. Earlier in his career, Eric held multiple leadership roles at CareerBuilder, most recently as President of Vertical Sales. He is a limited partner at GTMfund and an advisory board member at Sales Assembly. Based in Chicago, Eric holds an MBA from Southern Methodist University’s Cox School of Business.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439516?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439517","2026-09-30","Wednesday","13:30","14:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","The Trust Collapse: What Enterprise Buyers Actually Think About Your AI Strategy & Your Credibility","Regular Session","IN_PERSON","A year after we named the trust gap as the defining condition of B2B buying, we went back to the market. This session unveils findings from our survey of enterprise business and technology buyers on what they really think about vendor AI claims, and it is uncomfortable reading for most GTM teams. Buyers are not skeptical about AI. They are optimistic about it, and they are using that optimism to put every vendor they already pay for back on trial. Every vendor now claims AI readiness, so the claim itself has stopped counting for anything. What buyers test instead is whether the AI proves out inside the stack they already run, whether comparable companies will vouch that it worked, and whether the vendor will say plainly what the AI does not do. We will walk through the research and what it changes about how credibility gets earned, what evidence belongs in front of a buying group, and how to be ready for a conversation before the shortlist is set, without a single AI claim you cannot prove.","","Full description published","Victoria Albert; CMO; INFUSE","Victoria Albert: https://linkedin.com/in/victoriaalbert","Victoria Albert: Victoria Albert serves as INFUSE’s CMO) leading global marketing and GTM initiatives with a focus on impact and growth. Her cross-functional expertise and vertical depth, paired with a pragmatic approach to marketing, have consistently delivered growth across competitive markets.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439517?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439518","2026-09-30","Wednesday","13:30","14:10","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","The GTM Operating System: How Modern CMOs Build Alignment, Trust & Compounding Growth","Regular Session","IN_PERSON","","","No description published","Allison Munro; CMEO; Vena Solutions","Allison Munro: https://www.linkedin.com/in/allisondmunro/","Allison Munro: Allison Munro is the Chief Marketing & Ecosystem Officer at Vena, where she leads Marketing, Ecosystem, and GTM strategy for one of the fastest-growing finance transformation platforms. With over 20 years of experience in scaling SaaS businesses, Allison has built a reputation as a modern CMO who blends operator rigor with human-centered leadership. She is known for her GTM Operating System approach—integrating strategic planning, budgeting as strategy allocation, accountability as a learning loop, and AI as an accelerator for alignment and psychological safety. Allison is a sought-after speaker on GTM leadership, organizational performance, and the evolving role of the CMO as a system architect in high-growth organizations.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439518?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"441628","2026-09-30","Wednesday","13:40","13:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Know What's Next","Expo","IN_PERSON","","","No description published","Rick Kickert; Co-Founder and CEO; RevLogic","Rick Kickert: https://linkedin.com/in/rickkickert","Rick Kickert: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441628?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441629","2026-09-30","Wednesday","14:00","14:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Houston, we have a problem–your AI is missing the ""why"" behind buyer decisions","Expo","IN_PERSON","Revenue performance often looks stable … until it isn’t. In this session, we’ll draw on lessons from Apollo 13 to show how traditional GTM systems surface signals, not root causes. GTM leaders will learn how AI-powered feedback collection, analysis, and querying uncover the context behind buyer decisions—helping teams diagnose pipeline gaps earlier, identify hidden revenue risks, and make smarter decisions that drive growth.","","Full description published","Jim Galon; VP of North America Sales; Clozd","Jim Galon: https://linkedin.com/in/galonconsulting","Jim Galon: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441629?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439519","2026-09-30","Wednesday","14:15","14:55","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","PE/VC and the AI Use Cases That Matter","Regular Session","IN_PERSON","","","No description published","AJ Gandhi; Chief Commercial Officer; Alix","AJ Gandhi: https://linkedin.com/in/anjaigandhi","AJ Gandhi: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439519?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439523","2026-09-30","Wednesday","14:15","14:55","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","Partner Revenue Is Finally Predictable. Here's the Agentic Playbook.","Regular Session","IN_PERSON","Partner-led revenue has the best unit economics in B2B. Higher win rates, lower acquisition cost, better retention. Most companies still never build it seriously, because attribution was messy and no CFO funds a channel they can't model.

That's the part that changed. Agents now handle the manual work that used to consume most of a partner team's week, and they generate the operational data that makes partner revenue forecastable.

This session covers what a partner channel actually requires, what it returns, where AI creates real leverage versus where it's noise, and how to make the case internally.","","Full description published","Greg Portnoy; Co-Founder & CEO; EULER","Greg Portnoy: https://linkedin.com/in/gregportnoy","Greg Portnoy: Greg Portnoy is the Co-founder & CEO of EULER, the Agentic PRM. A veteran partnerships executive whos partner programs have driven $30M+ in ARR, he experienced firsthand the operational chaos that inspired him to create a modern platform for partnership teams. EULER is now used by industry leaders like Gong, BambooHR, and OpenSesame to automate partner operations, measure impact, and drive predictable partner revenue. Greg is a frequent voice in the partnerships ecosystem, sharing practical strategies on building high-performing partner programs.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439523?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439521","2026-09-30","Wednesday","14:15","14:55","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","How to Lead People When No One Knows Anything","Regular Session","IN_PERSON","AI, changing markets, shifting roles, and an endless stream of conflicting predictions have made uncertainty a permanent part of leadership. But great leaders don’t need to predict the future or have all the answers. They need to make the things the team can control unmistakably clear.

In this session, ShipHero CRO Rick Smolen shares practical lessons from more than 20 years of leading revenue teams about how to operate when the macro environment is impossible to predict or control. He’ll explore how leaders can reduce ambiguity through clear priorities and communication, stay close enough to the front lines to understand what their teams are actually experiencing, and build organizations of problem solvers rather than creating dependency on leadership.

The intent is to create conditions for people to stay focused, engaged, and effective even when no one knows exactly what comes next.","","Full description published","Rick Smolen; CRO; ShipHero","Rick Smolen: https://www.linkedin.com/in/ricksmolen/","Rick Smolen: Rick Smolen is the Chief Revenue Officer at ShipHero, where he leads the company’s go to market organization. He has spent more than 20 years building and leading revenue teams in enterprise software, including leadership roles at Loopio, Greenhouse Software, and Intralinks. Rick also advises portfolio companies for Riverwood Capital, teaches at Pavilion’s CRO School, and facilitates programs for Force Management. His work focuses on building high performing teams, developing sales leaders, and creating the operating systems that help organizations scale.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439521?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"441630","2026-09-30","Wednesday","14:20","14:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: From Tasks to Outcomes: How to Get Revenue Agents to Actually Work","Expo","IN_PERSON","","","No description published","CJ Defranco; Sr. Sales Development Manager; Nooks","CJ Defranco: https://linkedin.com/in/caroldefranco","CJ Defranco: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441630?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"441631","2026-09-30","Wednesday","14:40","14:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Skill Files Are the Easy Part","Expo","IN_PERSON","It starts small: write a skill file, then another. Soon you need a repo to manage them, and it snowballs from there into a six-month-plus build with two or three engineers assigned to maintain it and fix issues as they arise.

In this session, see what it looks like to skip that process entirely and get an AI GTM Intelligence System that's productive with your real data and deployable to your entire team in two weeks.","","Full description published","Sahil Aggarwal; CEO & Co-Founder; Von","Sahil Aggarwal: https://linkedin.com/in/saggarwal2","Sahil Aggarwal: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441631?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439526","2026-09-30","Wednesday","15:00","15:30","EDT (UTC-04:00); America/New_York","30","GTM","Exhibitor Hall","Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439526?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"447308","2026-09-30","Wednesday","15:00","15:15","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Why Does B2B Outbound Still Feel So Random?","Expo","IN_PERSON","As consumers, we’re used to the internet somehow knowing what we want. We think about buying something once, and suddenly it’s following us everywhere.

Then we open our work laptops.

Our inboxes are full of generic AI slop, and our feeds serve us ads that have nothing to do with us. I couldn't help but wonder... how come we’re consumers at 8AM and “Buying Committees” at 9AM?

In this session, we’ll explore why the gap between B2C and B2B experiences is getting harder to ignore — and how AI, buyer signals, and context can help us create personalization that is actually relevant.","","Full description published","Doug Madey; Director of Communications; Influ2
Anna Tsymbalist; Director of ABM and Media Ops; Influ2","Doug Madey: https://linkedin.com/in/dougmadey
Anna Tsymbalist: https://linkedin.com/in/anna-tsymbalist","Doug Madey: Not published

Anna Tsymbalist: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/447308?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"441632","2026-09-30","Wednesday","15:20","15:35","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: Territory to Triumph: Driving Sales Behaviors That Crush Goals","Expo","IN_PERSON","Join Steve Gravel, Head of Growth at Ascent Cloud, to learn how leaders can find success by uniting every stage of the sales cycle from territory planning to execution and closing. In this session, you’ll learn the science-backed theory that LevelEleven was built upon — and see brand new product capabilities live. Leave with actionable insights on why top sales organizations, including Bell and Globe Life, trust LevelEleven to maximize performance. The presentation will conclude with a live product demonstration and an interactive audience Q&A.","","Full description published","Steve Gravel; Head of Growth; Ascent Cloud","Steve Gravel: https://linkedin.com/in/stevegravel","Steve Gravel: Steve Gravel is the Head of Growth at Ascent Cloud, where he leads multi-brand marketing strategy, business development, and Alliances. With extensive experience spanning enterprise tech and B2B SaaS leadership at companies like OpenText and Ascent Cloud, Steve specializes in conversion rate optimization, data-driven lead flow architectures, and AI adoption in marketing operations.","","","https://apiro.accelevents.com/r/events/gtm2026/session/441632?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439522","2026-09-30","Wednesday","15:30","16:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","If AI Isn’t Increasing Revenue per Employee, You’re Doing It Wrong","Regular Session","IN_PERSON","AI should create leverage, not just more tools. Join Devang Agrawal, CTO at Airspeed, to learn how agent-native GTM teams increase output, automate execution, and grow revenue without adding headcount at the same rate.","Learn how agent-native GTM teams increase output, automate execution, and grow revenue without adding headcount at the same rate.","Full description published","Devang Agrawal; Co-Founder & CTO; Airspeed","Devang Agrawal: https://linkedin.com/in/devangagrawal","Devang Agrawal: Devang is the cofounder and CTO of Airspeed. Before Airspeed, he spent many years building and training language models at Google Deepmind and at Apple.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439522?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439520","2026-09-30","Wednesday","15:30","16:10","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","AI Everywhere. ROI Anywhere?","Regular Session","IN_PERSON","","Separating AI experimentation from measurable business impact, through the lens of investors and operators.","Short summary only","Pablo Dominguez; Operating Partner; Insight Partners
Kyle Himmelwright; VP of GTM & Co-Founder; Luster","Pablo Dominguez: https://linkedin.com/in/pabtexas
Kyle Himmelwright: https://linkedin.com/in/kylehimmelwright","Pablo Dominguez: Not published

Kyle Himmelwright: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439520?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439524","2026-09-30","Wednesday","15:30","16:10","EDT (UTC-04:00); America/New_York","40","GTM","Main Stage","Three Numbers to Rethink Before You Lock 2027","Regular Session","IN_PERSON","Think about your own vendor contracts this year. Shorter terms, more pilots, and much less appetite for committing to anything. Chances are, you're asking your customers to sign multi-year deals you wouldn't sign yourself. We're all doing this to each other, and it's a little funny until you realize it's already in your forecast.

Because it is. Adoption is climbing because everybody is experimenting. Pipeline looks full because buyers are running proofs of concept they have no intention of buying. Retention reads fine because the repricing got deferred, not avoided. Three numbers look healthy, all moving in the same wrong direction, feeding the plan you're building right now.","","Full description published","Amy Konary; SVP; Zuora","Amy Konary: https://www.linkedin.com/in/amykonary/","Amy Konary: ""Amy Konary is Founder of the Subscribed Institute at Zuora, where she has spent eight years in operational leadership roles building and scaling the frameworks that guide recurring revenue transformation. She created the Subscription Maturity Model—now used by 1,000+ companies—by working directly with executives to navigate the messy operational realities of business model transformation: misaligned compensation plans, competing metrics across functions, cultural resistance, and the difficult sequencing decisions that determine whether transformations succeed or stall.

Before founding the Institute, Amy held VP+ roles across customer success, marketing, sales enablement, and strategic operations—giving her direct experience with the cross-functional challenges that kill momentum in recurring revenue businesses. She's guided over 1,600 executives through transformation decisions where getting it wrong costs millions.

Earlier in her career, Amy spent 19 years as a software industry analyst at IDC, where she named the Software-as-a-Service market and published the industry's first SaaS forecast—giving her two decades of pattern recognition across subscription business model transformations in SaaS, streaming, IoT, and telecommunications.

Amy teaches executive education at London Business School and has access to performance data from 1,000+ subscription companies, revealing exactly what separates companies that build sustainable growth from those that optimize for extraction. Her current work focuses on how trust architecture creates competitive advantage in AI-powered business models—and why the monetization decisions companies make today will determine whether they build sustainable moats or repeat the extraction patterns that broke previous platform shifts.

""","","","https://apiro.accelevents.com/r/events/gtm2026/session/439524?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"441634","2026-09-30","Wednesday","15:40","15:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: I Already Run the Sales Team of the Future — Here's What You Need to Know","Expo","IN_PERSON","Ratios across my team are higher than any other sales leader I know and it’s out of choice. Our performance is better than benchmarks: deals move faster and buyers say our process is a competitive advantage.

The old model split the buyer's journey across SDR, AE, SE, and CSM because no single human could hold it all. AI has no such ceiling, so the split doesn't need to exist but most leaders are rebuilding this wrong. They're pointing AI at tasks inside the old org chart instead of asking what job the org chart was built to solve in the first place.

In this session I'll walk through how we rebuilt these roles at 1mind and with our own customers. You’ll see the real numbers behind the shift, what actually happens to the people whose jobs change, and the two things I got wrong before I got it right. No theory. This is the team I run today.","","Full description published","Katie Nocerino; VP of Sales; 1mind","Katie Nocerino: Not published","Katie Nocerino: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441634?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439561","2026-09-30","Wednesday","16:15","16:45","EDT (UTC-04:00); America/New_York","30","GTM","Main Stage","Building the AI-Native Company: Four Founders on What Comes Next","Keynote Session","IN_PERSON","This session will underscore the theme of the 2-day GTM conference ""Humans Operating in the Age of AI"" with founders from some of the most notable AI companies operating today. This discussion will be less ""tips and tricks"" and more straight talk about the challenges of AI transformation today and the tests that are yet to come.","","Full description published","Michelle Koyuncu; COO; Pavilion
Joshua Perk; CEO; Vector
Daniel Lee; CEO; Nooks
Nico Chinot; Founder; Dust
Linda Lian; CEO & Co-Founder; Common Room","Michelle Koyuncu: https://linkedin.com/in/michelle-koyuncu
Joshua Perk: https://linkedin.com/in/joshuaperk
Daniel Lee: https://linkedin.com/in/dan9lee
Nico Chinot: https://linkedin.com/in/nicolaschinot
Linda Lian: https://linkedin.com/in/lindamlian","Michelle Koyuncu: Not published

Joshua Perk: Not published

Daniel Lee: Not published

Nico Chinot: Not published

Linda Lian: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439561?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439562","2026-09-30","Wednesday","16:45","17:00","EDT (UTC-04:00); America/New_York","15","GTM","Main Stage","Closing Remarks | A moment of Recognition and Appreciation","Keynote Session","IN_PERSON","","","No description published","Sam Jacobs; CEO; Pavilion","Sam Jacobs: Not published","Sam Jacobs: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439562?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439528","2026-09-30","Wednesday","17:00","18:30","EDT (UTC-04:00); America/New_York","90","GTM","Exhibitor Hall & Main Stage","Welcome Reception","Networking","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439528?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"439534","2026-10-01","Thursday","08:30","09:00","EDT (UTC-04:00); America/New_York","30","GTM","Exhibitor Hall","Breakfast & Exhibitor Hall","Other","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439534?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439538","2026-10-01","Thursday","09:00","09:15","EDT (UTC-04:00); America/New_York","15","GTM","Main Stage","GTM Day 2 | Welcome Remarks","Keynote Session","IN_PERSON","","","No description published","Mike Hoffman; Chief Revenue Officer; WAE
Andrea Kayal; Chief Revenue Officer; Help Scout","Mike Hoffman: https://linkedin.com/in/mfhoffman
Andrea Kayal: https://linkedin.com/in/andreakayal","Mike Hoffman: Not published

Andrea Kayal: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439538?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439539","2026-10-01","Thursday","09:15","10:00","EDT (UTC-04:00); America/New_York","45","GTM","Main Stage","Fireside Chat with Geoff Moore + Sam Jacobs","Keynote Session","IN_PERSON","","","No description published","Sam Jacobs; CEO; Pavilion","Sam Jacobs: Not published","Sam Jacobs: Not published","Geoff Moore","Geoff Moore is named in the title but has no attached speaker profile.","https://apiro.accelevents.com/r/events/gtm2026/session/439539?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439536","2026-10-01","Thursday","10:00","10:15","EDT (UTC-04:00); America/New_York","15","GTM","Exhibitor Hall & Main Stage","Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439536?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439542","2026-10-01","Thursday","10:15","10:40","EDT (UTC-04:00); America/New_York","25","GTM","Main Stage","Why Your AIxGTM Transformation Is Failing (And the One Thing That Could Fix It)","Regular Session","IN_PERSON","Your board wants AI, your CEO wants AI, and ""we're figuring it out"" is not a strategy. Meanwhile a small group of GTM orgs is quietly compounding an advantage, and the difference isn't budget, headcount, or which model they picked. Almost nobody can define what an AIxGTM transformation actually is, which is why telling your team to go use Claude produces slop instead of pipeline. Drawing on 300+ AIxGTM implementations across orgs of every size, Swan AI co-founder and CEO Amos Bar-Joseph shows what separates an AI-native revenue engine from a pile of prompts, why your best people are the missing ingredient, and the vehicle that finally turns their judgment into pipeline.","","Full description published","Amos Bar-Joseph; CEO; Swan AI","Amos Bar-Joseph: https://www.linkedin.com/in/amos-bar-joseph/","Amos Bar-Joseph: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439542?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"441648","2026-10-01","Thursday","10:40","10:55","EDT (UTC-04:00); America/New_York","15","GTM","Spotlight Stage","Spotlight Stage Session: From Copilots to Coworkers. Deploying Your First AI Workforce with Relevance.AI's Co-CEO and Co-Founder","Expo","IN_PERSON","Join Relevance AI's Co-CEO and Co-Founder for a candid look at moving from AI assistants to a functioning AI workforce. We'll cover which revenue tasks are ready to hand off (outreach, qualification, renewals, onboarding), where humans still need to be in the loop, how to design agents with real autonomy without losing pipeline control, and the org shifts needed to make AI teammates genuinely productive.  Companies like Canva, Autodesk, and KPMG, use Relevance AI to run teams of specialist agents across sales, marketing, and customer success in production. One customer's AI agents deliver roughly 3,000% ROI automating BDR outreach and lead qualification.  The next generation runs the plays themselves qualifying leads, personalizing outreach, and closing the loop with customers with minimal hand-holding.  Whether you are hiring your first AI SDR or scaling a full agent bench across marketing, you'll leave with a practical framework grounded in real deployments.","","Full description published","Daniel Vassilev; Co-CEO and Co-Founder; RelevanceAI","Daniel Vassilev: https://linkedin.com/in/daniel-vassilev","Daniel Vassilev: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/441648?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"439543","2026-10-01","Thursday","10:45","11:25","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 1","Build, Buy, or Partner? A Practical Framework for Scaling GTM Automation","Regular Session","IN_PERSON","","","No description published","Sapan Parikh; Director, Revenue Strategy & Operations; JustWorks","Sapan Parikh: https://linkedin.com/in/sparikh3","Sapan Parikh: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/439543?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
"439541","2026-10-01","Thursday","10:45","11:25","EDT (UTC-04:00); America/New_York","40","GTM","Breakout 2","The Operator Gap: Why GTM Strategies Stall After the Deck Is Approved","Regular Session","IN_PERSON","","","No description published","Joe Aurilia; COO; Peak Projects","Joe Aurilia: https://linkedin.com/in/josephauriliajr","Joe Aurilia: Joe Aurilia is a senior GTM operator with over 20 years of experience turning strategy into execution inside high-growth, complex organizations. As COO at Peak Projects, he leads operations, go-to-market strategy, and organizational development for a national owner's-representative firm. Previously, as the first U.S. executive of a venture-backed cybersecurity company that scaled from seed to seven countries and 10x revenue, he led cross-functional execution across Sales, Marketing, RevOps, Customer Success, Product, and Engineering — driving revenue scale while navigating the messy realities of prioritization, capacity constraints, and organizational change. Known for operating in the gap between executive intent and frontline delivery, Joe has built and repaired GTM operating systems through multiple growth phases, funding rounds, and inflection points. His perspective is grounded not in theory or tooling, but in firsthand experience fixing execution breakdowns that directly impacted revenue predictability, speed, and scale.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439541?expand=","Tue Sep 22 2026 12:40:00 GMT-0400 (Eastern Daylight Time)"
